row_id,cluster_label
0,2
1,2
2,2
3,4
4,2
5,2
6,4
7,0
8,2
9,3
10,4
11,5
12,2
13,3
14,3
15,2
16,4
17,3
18,2
19,2
20,2
21,1
22,2
23,2
24,2
25,5
26,4
27,0
28,3
29,2
30,0
31,2
32,3
33,2
34,0
35,2
36,2
37,0
38,2
39,2
40,4
41,4
42,2
43,2
44,2
45,2
46,3
47,2
48,0
49,1
50,4
51,2
52,0
53,4
54,3
55,0
56,4
57,3
58,2
59,2
60,2
61,2
62,2
63,4
64,5
65,4
66,4
67,2
68,2
69,5
70,2
71,0
72,4
73,5
74,2
75,0
76,5
77,2
78,2
79,5
80,3
81,2
82,5
83,3
84,0
85,2
86,2
87,2
88,2
89,1
90,4
91,2
92,3
93,0
94,3
95,0
96,2
97,2
98,0
99,5
100,4
101,5
102,2
103,4
104,0
105,2
106,1
107,5
108,3
109,2
110,0
111,6
112,2
113,4
114,5
115,0
116,2
117,0
118,4
119,2
120,5
121,4
122,3
123,5
124,2
125,5
126,2
127,2
128,4
129,4
130,4
131,4
132,2
133,4
134,2
135,0
136,2
137,0
138,4
139,2
140,3
141,0
142,2
143,2
144,4
145,2
146,2
147,0
148,3
149,2
150,2
151,2
152,2
153,4
154,4
155,5
156,4
157,2
158,1
159,2
160,4
161,3
162,4
163,0
164,5
165,2
166,2
167,4
168,2
169,2
170,1
171,0
172,2
173,2
174,0
175,2
176,0
177,1
178,2
179,0
180,2
181,4
182,1
183,0
184,1
185,4
186,3
187,3
188,2
189,1
190,2
191,0
192,2
193,0
194,0
195,3
196,4
197,5
198,0
199,2
200,6
201,0
202,2
203,0
204,2
205,2
206,2
207,3
208,2
209,2
210,2
211,4
212,6
213,0
214,4
215,2
216,4
217,3
218,4
219,4
220,2
221,4
222,3
223,2
224,4
225,2
226,0
227,5
228,2
229,1
230,3
231,3
232,0
233,4
234,4
235,2
236,2
237,0
238,4
239,6
240,2
241,0
242,6
243,0
244,6
245,6
246,3
247,0
248,6
249,6
250,0
251,6
252,6
253,0
254,0
255,6
256,2
257,0
258,6
259,6
260,2
261,6
262,3
263,6
264,4
265,2
266,6
267,6
268,6
269,6
270,1
271,6
272,0
273,0
274,2
275,6
276,2
277,6
278,2
279,6
280,0
281,6
282,2
283,2
284,5
285,0
286,6
287,2
288,0
289,6
290,6
291,3
292,0
293,6
294,0
295,1
296,2
297,6
298,6
299,6
300,6
301,0
302,0
303,3
304,6
305,6
306,6
307,6
308,6
309,6
310,0
311,6
312,6
313,4
314,0
315,6
316,6
317,6
318,6
319,0
320,6
321,0
322,4
323,5
324,2
325,3
326,4
327,0
328,4
329,0
330,2
331,2
332,0
333,3
334,5
335,0
336,2
337,2
338,1
339,2
340,0
341,2
342,3
343,5
344,0
345,4
346,1
347,2
348,2
349,0
350,2
351,2
352,5
353,0
354,2
355,4
356,2
357,1
358,3
359,2
360,2
361,0
362,2
363,2
364,1
365,2
366,4
367,3
368,2
369,2
370,2
371,4
372,4
373,4
374,2
375,1
376,4
377,4
378,2
379,1
380,4
381,4
382,4
383,4
384,2
385,2
386,0
387,3
388,3
389,2
390,4
391,4
392,3
393,4
394,4
395,1
396,0
397,4
398,4
399,2
400,2
401,1
402,3
403,4
404,2
405,4
406,3
407,4
408,0
409,2
410,3
411,2
412,4
413,4
414,3
415,0
416,2
417,2
418,2
419,4
420,5
421,1
422,1
423,1
424,3
425,2
426,0
427,1
428,1
429,1
430,5
431,5
432,1
433,3
434,1
435,5
436,3
437,1
438,5
439,2
440,1
441,3
442,5
443,2
444,5
445,1
446,5
447,5
448,1
449,1
450,5
451,5
452,5
453,1
454,1
455,1
456,1
457,3
458,2
459,0
460,1
461,1
462,1
463,5
464,5
465,5
466,3
467,1
468,5
469,3
470,1
471,5
472,2
473,1
474,3
475,5
476,2
477,5
478,1
479,5
480,5
481,1
482,3
483,5
484,5
485,5
486,1
487,1
488,5
489,5
490,3
491,1
492,5
493,1
494,2
495,3
496,5
497,1
498,1
499,2
500,1
501,5
502,3
503,5
504,1
505,1
506,5
507,1
508,1
509,4
510,1
511,5
512,3
513,5
514,2
515,2
516,0
517,5
518,5
519,5
520,1
521,1
522,5
523,4
524,2
525,5
526,1
527,1
528,2
529,1
